"set_num","name","year","num_parts","theme"
"8712-1","Action Figures",1988,14,"Technic"
"8714-1","The LEGO TECHNIC Team / Team",1993,9,"Technic"
"8715-1","Ultimate Creatures Accessory Set",2005,401,"Bionicle"
"8719-1","Zamor Spheres",2006,10,"Bionicle"
"8720-1","Power Pack",1991,57,"Technic"
"872-1","Supplementary Set",1978,77,"Technic"
"8721-1","Velika",2006,21,"Bionicle"
"8722-1","Kazi",2006,25,"Bionicle"
"8723-1","Piruk",2006,27,"Bionicle"
"8724-1","Garan",2006,21,"Bionicle"
"8725-1","Balta",2006,22,"Bionicle"
"8726-1","Dalu",2006,25,"Bionicle"
"8727-1","Inika Toa Jaller",2006,46,"Bionicle"
"8728-1","Inika Toa Hahli",2006,46,"Bionicle"
"8729-1","Inika Toa Nuparu",2006,55,"Bionicle"
"8730-1","Inika Toa Hewkii",2006,62,"Bionicle"
"8731-1","Inika Toa Kongu",2006,46,"Bionicle"
"8732-1","Inika Toa Matoro",2006,47,"Bionicle"
"8733-1","Axonn",2006,196,"Bionicle"
"8734-1","Brutaka",2006,191,"Bionicle"
"8735-1","Power Pack Motor Set",1998,60,"Technic"
"8736-1","Toa Hordika Vakama",2005,48,"Bionicle"
"8737-1","Toa Hordika Nokama",2005,48,"Bionicle"
"8738-1","Toa Hordika Whenua",2005,48,"Bionicle"
"8739-1","Toa Hordika Onewa",2005,48,"Bionicle"
"8740-1","Toa Hordika Matau",2005,48,"Bionicle"
"874-1","Supplementary Set",1979,38,"Technic"
"8741-1","Toa Hordika Nuju",2005,48,"Bionicle"
"8742-1","Visorak Vohtarak",2005,48,"Bionicle"
"8743-1","Visorak Boggarak",2005,48,"Bionicle"
"8744-1","Visorak Oohnorak",2005,48,"Bionicle"
"8745-1","Visorak Roporak",2005,48,"Bionicle"
"8746-1","Visorak Keelerak",2005,48,"Bionicle"
"8747-1","Visorak Suukorak",2005,48,"Bionicle"
"8748-1","Rhotuka Spinners",2005,5,"Bionicle"
"875-1","Supplementary Set",1979,38,"Technic"
"8755-1","Keetongu",2005,203,"Bionicle"
"8756-1","Sidorak",2005,211,"Bionicle"
"8757-1","Visorak Battle Ram",2005,190,"Bionicle"
"8758-1","Tower of Toa",2005,407,"Bionicle"
"8759-1","Battle of Metru Nui",2005,871,"Bionicle"
"876-1","Supplementary Set",1979,38,"Technic"
"8761-1","Roodaka",2005,233,"Bionicle"
"8762-1","Toa Iruini",2005,53,"Bionicle"
"8763-1","Toa Norik",2005,55,"Bionicle"
"8764-1","Vezon & Fenrakk",2006,281,"Bionicle"
"8769-1","Visorak's Gate",2005,330,"Bionicle"
"8770-1","Danju (European version without Cards)",2004,42,"Castle"
"877-1","Supplementary Set",1979,30,"Technic"
"8771-1","Jayko (European version without Cards)",2004,45,"Castle"
"8772-1","Rascus (European version without Cards)",2004,46,"Castle"
"8773-1","Santis (European version without Cards)",2004,46,"Castle"
"8774-1","Vladek (European version without Cards)",2004,48,"Castle"
"8777-1","Vladek Encounter",2004,42,"Castle"
"8778-1","Border Ambush",2004,177,"Castle"
"8779-1","The Grand Tournament",2004,321,"Castle"
"8780-1","Citadel of Orlan",2004,443,"Castle"
"878-1","Supplementary Set",1979,52,"Technic"
"8781-1","Castle of Morcia",2004,658,"Castle"
"8782-1","Danju (USA version with 3 Cards)",2004,45,"Castle"
"8782-2","Danju (USA version with 6 Cards, Target Promo)",2004,48,"Castle"
"8783-1","Jayko (USA version with 3 Cards)",2004,48,"Castle"
"8783-2","Jayko (USA version with 6 Cards, Target Promo)",2004,51,"Castle"
"8784-1","Rascus (USA version with 3 Cards)",2004,49,"Castle"
"8784-2","Rascus (USA version with 6 Cards, Target Promo)",2004,52,"Castle"
"8785-1","Santis (USA version with 3 Cards)",2004,49,"Castle"
"8785-2","Santis (USA version with 6 Cards, Target Promo)",2004,52,"Castle"
"8785452-1","MUJI Transparent Set",2010,0,"Other"
"8785476-1","MUJI Sea Set",2010,91,"Other"
"8785483-1","MUJI Circus Set",2010,91,"Other"
"8785490-1","MUJI Animals Set",2010,0,"Other"
"8785506-1","MUJI Colour Paper Pad and Perforation Grid",2010,0,"Other"
"8786-1","Vladek (USA version with 3 Cards)",2004,51,"Castle"
"8786-2","Vladek (USA version with 6 Cards, Target Promo)",2004,54,"Castle"
"8790-1","King Mathias (Series 1) Limited Edition with Map and Cape, European",2004,41,"Castle"
"879-1","Supplementary Set",1979,87,"Technic"
"8791-1","Sir Danju",2005,42,"Castle"
"8792-1","Sir Jayko",2005,42,"Castle"
"8793-1","Sir Rascus",2005,44,"Castle"
"8794-1","Sir Santis",2005,44,"Castle"
"8795-1","Lord Vladek",2005,44,"Castle"
"8796-1","King Mathias (Series 2)",2005,43,"Castle"
"8799-1","Knights' Castle Wall",2004,178,"Castle"
"88000-1","Power Functions AAA Battery Box",2011,1,"Power Functions"
"880001-1","Competition Racers with Stopwatch",1998,2,"Technic"
"880002-1","World Cup German Starter Set",1998,7,"Sports"
"880002-2","World Cup Dutch Starter Set",1998,7,"Sports"
"880002-3","World Cup UK Starter Set",1998,7,"Sports"
"8800-1","Vladek's Siege Engine",2004,192,"Castle"
"880010-1","Exclusive Roboriders Pack",2001,2,"Technic"
"880011-1","Exclusive Roboriders Pack",2001,2,"Technic"
"880012-1","Exclusive Roboriders Pack",2001,2,"Technic"
"88002-1","Power Functions Train Motor",2011,7,"Power Functions"
"88003-1","Power Functions L-Motor",2013,1,"Power Functions"
"88004-1","Power Functions Servo Motor",2013,1,"Power Functions"
"880-1","Supplementary Set",1979,22,"Technic"
"8801-1","Knights' Attack Barge",2005,165,"Castle"
"8802-1","Dark Fortress Landing",2005,144,"Castle"
"8803-0","Minifigure Series 3 [Random Bag]",2011,0,"Collectible Minifigures"
"8803-1","Fisherman - Complete Set",2011,9,"Collectible Minifigures"
"8803-10","Tennis Player - Complete Set",2011,6,"Collectible Minifigures"
"8803-11","Race Car Driver - Complete Set",2011,7,"Collectible Minifigures"
"8803-12","Gorilla Suit Guy - Complete Set",2011,6,"Collectible Minifigures"
"8803-13","Space Alien - Complete Set",2011,6,"Collectible Minifigures"
"8803-14","Hula Dancer - Complete Set",2011,8,"Collectible Minifigures"
"8803-15","Rapper - Complete Set",2011,7,"Collectible Minifigures"
"8803-16","Baseball Player - Complete Set",2011,6,"Collectible Minifigures"
"8803-17","Collectable Minifigures - LEGO Minifigures Series 3 - Complete",2011,16,"Collectible Minifigures"
"8803-18","Minifigure Series 3 (Box of 60)",2011,60,"Collectible Minifigures"
"8803-2","Pilot - Complete Set",2011,7,"Collectible Minifigures"
"8803-3","Tribal Chief - Complete Set",2011,6,"Collectible Minifigures"
"8803-4","Samurai Warrior - Complete Set",2011,7,"Collectible Minifigures"
"8803-5","Snowboarder - Complete Set",2011,7,"Collectible Minifigures"
"8803-6","Space Villain - Complete Set",2011,8,"Collectible Minifigures"
"8803-7","Sumo Wrestler - Complete Set",2011,6,"Collectible Minifigures"
"8803-8","Mummy - Complete Set",2011,5,"Collectible Minifigures"
"8803-9","Elf - Complete Set",2011,8,"Collectible Minifigures"
"8804-0","Minifigure Series 4 [Random Bag]",2011,0,"Collectible Minifigures"
"8804-1","Lawn Gnome - Complete Set",2011,8,"Collectible Minifigures"
"8804-10","Sailor - Complete Set",2011,6,"Collectible Minifigures"
"8804-11","Soccer Player - Complete Set",2011,8,"Collectible Minifigures"
"8804-12","Werewolf - Complete Set",2011,6,"Collectible Minifigures"
"8804-13","Hazmat Guy - Complete Set",2011,6,"Collectible Minifigures"
"8804-14","Artist - Complete Set",2011,7,"Collectible Minifigures"
"8804-15","Ice Skater - Complete Set",2011,8,"Collectible Minifigures"
"8804-16","Crazy Scientist - Complete Set",2011,6,"Collectible Minifigures"
"8804-17","Collectable Minifigures - LEGO Minifigures Series 4 - Complete",2011,16,"Collectible Minifigures"
"8804-18","Minifigure Series 4 (Box of 60)",2011,60,"Collectible Minifigures"
"8804-2","Kimono Girl - Complete Set",2011,6,"Collectible Minifigures"
"8804-3","Musketeer - Complete Set",2011,7,"Collectible Minifigures"
"8804-4","Punk Rocker - Complete Set",2011,6,"Collectible Minifigures"
"8804-5","Surfer Girl - Complete Set",2011,6,"Collectible Minifigures"
"8804-6","Viking - Complete Set",2011,10,"Collectible Minifigures"
"8804-7","The Monster - Complete Set",2011,5,"Collectible Minifigures"
"8804-8","Hockey Player - Complete Set",2011,11,"Collectible Minifigures"
"8804-9","Street Skater - Complete Set",2011,8,"Collectible Minifigures"
"8805-0","Minifigure Series 5 [Random Bag]",2011,0,"Collectible Minifigures"
"8805-1","Graduate - Complete Set",2011,7,"Collectible Minifigures"
"8805-10","Fitness Instructor - Complete Set",2011,6,"Collectible Minifigures"
"8805-11","Detective - Complete Set",2011,6,"Collectible Minifigures"
"8805-12","Evil Dwarf - Complete Set",2011,10,"Collectible Minifigures"
"8805-13","Boxer - Complete Set",2011,5,"Collectible Minifigures"
"8805-14","Egyptian Queen - Complete Set",2011,6,"Collectible Minifigures"
"8805-15","Gangster - Complete Set",2011,7,"Collectible Minifigures"
"8805-16","Snowboarder Guy - Complete Set",2011,6,"Collectible Minifigures"
"8805-17","Collectable Minifigures - LEGO Minifigures Series 5 - Complete",2011,16,"Collectible Minifigures"
"8805-18","Minifigure Series 5 (Box of 60)",2011,60,"Collectible Minifigures"
"8805-2","Gladiator - Complete Set",2011,7,"Collectible Minifigures"
"8805-3","Royal Guard - Complete Set",2011,6,"Collectible Minifigures"
"8805-4","Ice Fisherman - Complete Set",2011,8,"Collectible Minifigures"
"8805-5","Cave Woman - Complete Set",2011,7,"Collectible Minifigures"
"8805-6","Lizard Man - Complete Set",2011,6,"Collectible Minifigures"
"8805-7","Zookeeper - Complete Set",2011,7,"Collectible Minifigures"
"8805-8","Lumberjack - Complete Set",2011,6,"Collectible Minifigures"
"8805-9","Small Clown - Complete Set",2011,6,"Collectible Minifigures"
"8808-1","F1 Racer",1994,93,"Model"
"8809-1","King Mathias (Series 1) Limited Edition with Map and Cape, US",2004,44,"Castle"
"8810-1","Cafe Racer",1991,80,"Model"
"8811-1","Toa Lhikan & Kikanalo",2004,217,"Bionicle"
"8812-1","Aero Hawk II",1994,148,"Model"
"8813-1","Battle at the Pass",2006,377,"Castle"
"8815-1","Speedway Bandit",1991,78,"Model"
"8816-1","Off-Road Rambler",1994,185,"Model"
"8818-1","Baja Blaster",1993,119,"Model"
"8820-1","Mountain Rambler",1991,139,"Model"
"8821-1","Rogue Knight Battleship",2006,153,"Castle"
"8822-1","Gargoyle Bridge",2006,234,"Castle"
"8823-1","Mistlands Tower",2006,437,"Castle"
"8824-1","Hovercraft",1994,192,"Model"
"8825-1","Night Chopper",1991,113,"Model"
"8826-1","ATX Sport Cycle",1993,95,"Model"
"8827-0","Minifigure Series 6 [Random Bag]",2012,0,"Collectible Minifigures"
"8827-1","Classic Alien - Complete Set",2012,6,"Collectible Minifigures"
"8827-10","Roman Soldier - Complete Set",2012,7,"Collectible Minifigures"
"8827-11","Surgeon - Complete Set",2012,7,"Collectible Minifigures"
"8827-12","Skater Girl - Complete Set",2012,8,"Collectible Minifigures"
